,Year,Month,Monthly,Monthly,Annual,Annual,Five-year,Five-year,Ten-year,Ten-year,Twenty-year,Twenty-year
,,,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty,Anomaly,Uncertainty
826,1818,11,-0.064,1.677,-1.002,0.77,-0.96,0.667,-0.965,0.449,-0.882,0.38
827,1818,12,-0.752,1.731,-1.138,1.032,-0.951,0.664,-0.965,0.453,-0.879,0.385
828,1819,1,-1.141,3.168,-1.195,1.127,-0.936,0.665,-0.955,0.459,-0.873,0.388
829,1819,2,-0.947,1.879,-1.248,1.268,-0.932,0.663,-0.948,0.464,-0.871,0.388
830,1819,3,-2.532,1.656,-1.179,1.245,-0.939,0.657,-0.927,0.465,-0.865,0.389
831,1819,4,-1.458,1.594,-1.029,0.993,-0.895,0.618,-0.916,0.471,-0.865,0.391
832,1819,5,-0.837,1.824,-1.091,0.999,-0.878,0.579,-0.9,0.469,-0.858,0.39
833,1819,6,-0.787,1.643,-1.176,0.925,-0.87,0.567,-0.895,0.472,-0.86,0.39
834,1819,7,-1.283,1.449,-1.278,0.678,-0.863,0.536,-0.88,0.467,-0.854,0.39
835,1819,8,-1.209,1.405,-1.249,0.757,-0.863,0.559,-0.879,0.46,-0.854,0.389
836,1819,9,-0.77,1.751,-1.088,0.604,-0.826,0.571,-0.872,0.465,-0.856,0.389
837,1819,10,-0.557,0.988,-0.868,0.609,-0.831,0.581,-0.869,0.468,-0.856,0.386
838,1819,11,-0.812,1.046,-0.775,0.621,-0.812,0.569,-0.882,0.479,-0.849,0.386
839,1819,12,-1.771,1.706,-0.716,0.617,-0.779,0.562,-0.898,0.498,-0.848,0.388
840,1820,1,-2.361,2.271,-0.657,0.629,-0.752,0.54,-0.892,0.508,-0.838,0.389
841,1820,2,-0.596,1.995,-0.684,0.617,-0.755,0.533,-0.887,0.509,-0.831,0.394
842,1820,3,-0.597,1.864,-0.676,0.537,-0.72,0.508,-0.877,0.517,-0.834,0.395
843,1820,4,1.174,1.257,-0.771,0.571,-0.698,0.487,-0.857,0.522,-0.826,0.396
844,1820,5,0.286,1.1,-0.824,0.61,-0.704,0.487,-0.848,0.525,-0.823,0.397
845,1820,6,-0.087,1.05,-0.836,0.628,-0.703,0.47,-0.829,0.531,-0.819,0.4
846,1820,7,-0.569,1.246,-0.605,0.798,-0.709,0.464,-0.837,0.535,-0.811,0.403
847,1820,8,-1.538,0.966,-0.483,0.843,-0.698,0.456,-0.84,0.538,-0.807,0.404
848,1820,9,-0.677,1.112,-0.42,0.824,-0.722,0.46,-0.843,0.543,-0.805,0.405
849,1820,10,-1.69,1.153,-0.552,0.844,-0.767,0.507,-0.836,0.534,-0.8,0.408
850,1820,11,-1.447,1.445,-0.588,0.843,-0.788,0.545,-0.822,0.545,-0.786,0.412
851,1820,12,-1.922,1.736,-0.688,0.763,-0.802,0.592,-0.807,0.539,-0.779,0.413
852,1821,1,0.417,2.506,-0.75,0.794,-0.792,0.608,-0.815,0.547,-0.773,0.416
853,1821,2,0.867,2.988,-0.698,0.797,-0.797,0.626,-0.796,0.562,-0.764,0.415
854,1821,3,0.163,1.664,-0.814,0.816,-0.796,0.621,-0.789,0.572,-0.762,0.418
855,1821,4,-0.413,1.107,-0.764,0.85,-0.783,0.593,-0.783,0.575,-0.756,0.419
856,1821,5,-0.15,1.122,-0.712,0.883,-0.806,0.61,-0.774,0.573,-0.751,0.421
857,1821,6,-1.286,1.536,-0.635,0.903,-0.814,0.598,-0.76,0.572,-0.749,0.424
858,1821,7,-1.313,1.065,-0.688,0.785,-0.789,0.575,-0.742,0.575,-0.744,0.427
859,1821,8,-0.917,1.007,-0.676,0.751,-0.781,0.578,-0.74,0.574,-0.75,0.429
860,1821,9,-2.071,0.963,-0.51,0.815,-0.739,0.529,-0.734,0.57,-0.751,0.431
861,1821,10,-1.081,1.083,-0.499,0.837,-0.713,0.545,-0.708,0.549,-0.748,0.433
862,1821,11,-0.826,1.866,-0.533,0.844,-0.7,0.563,-0.687,0.528,-0.744,0.437
863,1821,12,-0.995,1.455,-0.457,0.905,-0.689,0.56,-0.665,0.526,-0.751,0.436
864,1822,1,-0.222,1.786,-0.393,0.897,-0.668,0.564,-0.65,0.518,-0.748,0.444
865,1822,2,1.008,2.265,-0.375,0.89,-0.662,0.549,-0.653,0.537,-0.742,0.448
866,1822,3,2.16,2.956,-0.333,0.865,-0.659,0.551,-0.648,0.548,-0.732,0.447
867,1822,4,-0.289,1.815,-0.365,0.885,-0.672,0.56,-0.64,0.556,-0.728,0.449
868,1822,5,-0.555,0.936,-0.423,0.847,-0.67,0.572,-0.622,0.554,-0.724,0.449
869,1822,6,-0.379,0.777,-0.567,0.873,-0.626,0.592,-0.603,0.554,-0.721,0.45
870,1822,7,-0.545,0.696,-0.613,0.876,-0.584,0.63,-0.583,0.547,-0.725,0.454
871,1822,8,-0.695,0.929,-0.777,0.765,-0.579,0.623,-0.582,0.543,-0.739,0.457
872,1822,9,-1.571,1.805,-0.994,0.749,-0.575,0.617,-0.559,0.532,-0.739,0.454
873,1822,10,-1.457,1.053,-1.027,0.855,-0.582,0.627,-0.54,0.526,-0.736,0.454
874,1822,11,-1.519,1.216,-1.041,0.921,-0.592,0.635,-0.53,0.528,-0.738,0.461
875,1822,12,-2.732,1.814,-1.009,0.938,-0.59,0.638,-0.51,0.517,-0.74,0.462
876,1823,1,-0.769,1.56,-0.966,0.957,-0.598,0.644,-0.52,0.514,-0.726,0.461
877,1823,2,-0.96,1.48,-0.98,0.965,-0.588,0.644,-0.517,0.513,-0.724,0.465
878,1823,3,-0.447,1.822,-0.977,0.903,-0.596,0.648,-0.523,0.526,-0.715,0.463
879,1823,4,-0.679,2.005,-0.988,0.974,-0.584,0.651,-0.537,0.558,-0.717,0.463
880,1823,5,-0.726,1.503,-0.981,0.905,-0.565,0.645,-0.541,0.578,-0.721,0.462
881,1823,6,-0.001,1.197,-0.856,0.821,-0.541,0.645,-0.546,0.595,-0.721,0.466
882,1823,7,-0.025,0.964,-0.762,0.781,-0.556,0.636,-0.541,0.597,-0.724,0.468
883,1823,8,-0.859,0.95,-0.719,0.772,-0.594,0.625,-0.539,0.607,-0.724,0.469
884,1823,9,-1.538,1.062,-0.682,0.721,-0.605,0.624,-0.543,0.608,-0.729,0.469
885,1823,10,-1.586,1.757,-0.617,0.667,-0.599,0.625,-0.528,0.595,-0.732,0.472
886,1823,11,-1.441,1.186,-0.561,0.681,-0.588,0.621,-0.53,0.604,-0.733,0.475
887,1823,12,-1.225,1.271,-0.575,0.675,-0.569,0.632,-0.534,0.608,-0.73,0.481
888,1824,1,0.356,1.442,-0.575,0.696,-0.549,0.634,-0.531,0.596,-0.736,0.483
889,1824,2,-0.442,1.339,-0.572,0.686,-0.547,0.639,-0.537,0.594,-0.733,0.488
890,1824,3,-0.004,1.34,-0.496,0.721,-0.529,0.638,-0.519,0.563,-0.72,0.489
891,1824,4,0.095,1.45,-0.471,0.752,-0.522,0.637,-0.512,0.568,-0.716,0.49
892,1824,5,-0.054,1.395,-0.413,0.755,-0.496,0.637,-0.506,0.572,-0.708,0.487
893,1824,6,-0.171,1.57,-0.237,0.878,-0.459,0.635,-0.507,0.565,-0.708,0.488
894,1824,7,-0.015,1.235,-0.251,0.937,-0.437,0.649,-0.498,0.562,-0.702,0.484
895,1824,8,-0.827,0.905,-0.24,0.909,-0.444,0.639,-0.494,0.552,-0.701,0.48
896,1824,9,-0.621,1.065,-0.27,0.888,-0.471,0.627,-0.5,0.549,-0.698,0.483
897,1824,10,-1.292,0.927,-0.216,0.872,-0.449,0.625,-0.501,0.55,-0.694,0.484
898,1824,11,-0.742,1.2,-0.236,0.854,-0.432,0.626,-0.503,0.552,-0.696,0.489
899,1824,12,0.881,2.03,-0.221,0.861,-0.426,0.629,-0.495,0.557,-0.71,0.497
900,1825,1,0.188,1.919,-0.305,0.833,-0.414,0.635,-0.471,0.568,-0.705,0.504
901,1825,2,-0.311,1.64,-0.313,0.872,-0.409,0.633,-0.459,0.564,-0.703,0.51
902,1825,3,-0.357,1.301,-0.359,0.85,-0.397,0.635,-0.46,0.557,-0.7,0.515
903,1825,4,0.743,1.199,-0.335,0.823,-0.382,0.638,-0.467,0.556,-0.695,0.518
904,1825,5,-0.299,1.324,-0.294,0.812,-0.356,0.64,-0.479,0.557,-0.694,0.521
905,1825,6,0.014,1.511,-0.408,0.779,-0.317,0.625,-0.485,0.554,-0.691,0.523
906,1825,7,-1.023,0.903,-0.467,0.716,-0.332,0.62,-0.478,0.557,-0.697,0.525
907,1825,8,-0.929,1.089,-0.558,0.68,-0.336,0.623,-0.47,0.552,-0.702,0.527
908,1825,9,-1.175,1.168,-0.572,0.665,-0.325,0.637,-0.478,0.551,-0.708,0.528
909,1825,10,-1.002,1.064,-0.636,0.664,-0.306,0.649,-0.473,0.552,-0.706,0.523
910,1825,11,-0.251,1.105,-0.566,0.673,-0.294,0.653,-0.448,0.55,-0.706,0.527
911,1825,12,-0.481,1.194,-0.584,0.652,-0.29,0.64,-0.425,0.552,-0.706,0.524
912,1826,1,-0.524,1.602,-0.504,0.669,-0.289,0.632,-0.43,0.547,-0.71,0.528
913,1826,2,-1.401,1.574,-0.497,0.67,-0.281,0.635,-0.443,0.532,-0.698,0.537
914,1826,3,-0.524,1.391,-0.481,0.655,-0.289,0.638,-0.451,0.528,-0.692,0.545
915,1826,4,-0.022,1.74,-0.45,0.671,-0.272,0.642,-0.451,0.523,-0.693,0.548
916,1826,5,0.533,0.858,-0.37,0.693,-0.253,0.643,-0.453,0.519,-0.696,0.547
917,1826,6,-0.194,1.497,-0.228,0.729,-0.254,0.664,-0.447,0.522,-0.693,0.546
918,1826,7,-0.064,1.209,-0.092,0.849,-0.274,0.665,-0.443,0.519,-0.688,0.546
919,1826,8,-0.849,1.003,0.075,0.887,-0.293,0.661,-0.449,0.519,-0.688,0.547
920,1826,9,-0.988,0.965,0.161,0.914,-0.3,0.646,-0.448,0.52,-0.687,0.544
921,1826,10,-0.63,1.012,0.251,0.891,-0.311,0.634,-0.451,0.519,-0.673,0.533
922,1826,11,0.72,1.221,0.243,0.943,-0.312,0.621,-0.456,0.517,-0.674,0.524
923,1826,12,1.213,1.571,0.26,0.94,-0.324,0.605,-0.459,0.509,-0.67,0.521
924,1827,1,1.108,2.283,0.278,0.93,-0.327,0.591,-0.462,0.511,-0.669,0.517
925,1827,2,0.603,1.587,0.317,0.881,-0.325,0.588,-0.482,0.512,-0.675,0.53
926,1827,3,0.513,1.254,0.329,0.871,-0.34,0.58,-0.505,0.507,-0.681,0.535
927,1827,4,1.064,1.422,0.334,0.92,-0.33,0.573,-0.506,0.504,-0.69,0.539
928,1827,5,0.431,1.575,0.279,0.872,-0.335,0.563,-0.508,0.505,-0.69,0.537
929,1827,6,0.014,1.494,0.144,0.789,-0.365,0.553,-0.513,0.505,-0.686,0.535
930,1827,7,0.148,1.033,-0.086,0.672,-0.359,0.538,-0.515,0.507,-0.682,0.528
931,1827,8,-0.375,1.174,-0.24,0.642,-0.339,0.539,-0.523,0.509,-0.684,0.527
932,1827,9,-0.852,1.37,-0.261,0.675,-0.346,0.536,-0.524,0.51,-0.674,0.522
933,1827,10,-0.57,1.226,-0.314,0.642,-0.351,0.525,-0.518,0.509,-0.669,0.517
934,1827,11,0.063,1.229,-0.347,0.611,-0.366,0.521,-0.521,0.514,-0.672,0.519
935,1827,12,-0.402,1.481,-0.332,0.583,-0.38,0.513,-0.519,0.519,-0.665,0.515
936,1828,1,-1.661,1.763,-0.339,0.539,-0.358,0.518,-0.517,0.522,-0.677,0.519
937,1828,2,-1.239,1.443,-0.338,0.548,-0.352,0.507,-0.512,0.526,-0.676,0.52
938,1828,3,0.254,1.636,-0.438,0.545,-0.359,0.502,-0.517,0.527,-0.688,0.527
939,1828,4,0.431,0.853,-0.438,0.545,-0.361,0.506,-0.516,0.532,-0.7,0.547
940,1828,5,0.039,0.961,-0.468,0.563,-0.332,0.512,-0.516,0.533,-0.708,0.557
941,1828,6,0.198,1.007,-0.54,0.661,-0.309,0.523,-0.52,0.53,-0.715,0.568
942,1828,7,0.064,0.75,-0.472,0.7,-0.304,0.524,-0.526,0.529,-0.713,0.569
943,1828,8,-0.365,0.994,-0.5,0.706,-0.292,0.508,-0.526,0.528,-0.713,0.573
944,1828,9,-2.052,0.782,-0.558,0.635,-0.296,0.504,-0.521,0.532,-0.71,0.573
945,1828,10,-0.57,0.995,-0.641,0.642,-0.304,0.493,-0.519,0.533,-0.703,0.563
946,1828,11,-0.305,1.152,-0.655,0.657,-0.319,0.49,-0.502,0.532,-0.707,0.563
947,1828,12,-1.264,2.033,-0.744,0.645,-0.324,0.492,-0.495,0.538,-0.708,0.562
948,1829,1,-0.844,1.711,-0.767,0.634,-0.338,0.488,-0.517,0.54,-0.704,0.556
949,1829,2,-1.574,1.585,-0.797,0.603,-0.351,0.492,-0.518,0.543,-0.698,0.561
950,1829,3,-0.447,1.085,-0.749,0.597,-0.367,0.496,-0.514,0.541,-0.699,0.549
951,1829,4,-0.565,0.915,-0.758,0.598,-0.38,0.498,-0.517,0.538,-0.694,0.555
952,1829,5,-0.118,1.364,-0.82,0.574,-0.416,0.501,-0.516,0.536,-0.695,0.559
953,1829,6,-0.874,0.903,-0.791,0.58,-0.459,0.485,-0.521,0.534,-0.695,0.557
954,1829,7,-0.214,0.618,-0.676,0.576,-0.487,0.479,-0.525,0.532,-0.689,0.557
955,1829,8,-0.721,0.96,-0.471,0.524,-0.521,0.485,-0.523,0.532,-0.684,0.556
956,1829,9,-1.481,0.862,-0.497,0.55,-0.538,0.48,-0.524,0.53,-0.686,0.553
957,1829,10,-0.68,0.96,-0.416,0.529,-0.563,0.473,-0.519,0.528,-0.688,0.556
958,1829,11,-1.045,1.148,-0.505,0.528,-0.584,0.477,-0.509,0.524,-0.693,0.56
959,1829,12,-0.915,1.227,-0.499,0.545,-0.6,0.482,-0.521,0.522,-0.695,0.564
960,1830,1,0.54,1.809,-0.458,0.614,-0.615,0.485,-0.519,0.527,-0.684,0.573
961,1830,2,0.884,1.859,-0.444,0.596,-0.638,0.488,-0.518,0.532,-0.686,0.57
962,1830,3,-0.761,1.192,-0.457,0.594,-0.652,0.489,-0.522,0.535,-0.689,0.566
963,1830,4,0.409,0.811,-0.49,0.618,-0.654,0.489,-0.533,0.533,-0.696,0.566
964,1830,5,-1.193,1.165,-0.283,0.649,-0.687,0.499,-0.54,0.536,-0.698,0.565
965,1830,6,-0.797,1.039,-0.132,0.711,-0.722,0.528,-0.553,0.534,-0.699,0.563
966,1830,7,0.279,1.495,-0.195,0.68,-0.702,0.534,-0.557,0.534,-0.696,0.564
967,1830,8,-0.56,1.229,-0.326,0.592,-0.688,0.542,-0.564,0.532,-0.694,0.563
968,1830,9,-1.63,0.654,-0.324,0.597,-0.71,0.539,-0.572,0.531,-0.696,0.563
969,1830,10,-1.084,0.892,-0.4,0.601,-0.726,0.544,-0.576,0.53,-0.696,0.563
970,1830,11,1.447,1.291,-0.331,0.588,-0.738,0.541,-0.59,0.526,-0.699,0.558
971,1830,12,0.894,1.863,-0.306,0.618,-0.75,0.544,-0.605,0.524,-0.698,0.557
972,1831,1,-0.22,1.566,-0.402,0.627,-0.764,0.553,-0.605,0.526,-0.707,0.554
973,1831,2,-0.682,2.663,-0.492,0.657,-0.771,0.547,-0.599,0.53,-0.712,0.551
974,1831,3,-0.739,1.575,-0.521,0.682,-0.753,0.551,-0.594,0.535,-0.722,0.552
975,1831,4,-0.502,0.851,-0.546,0.678,-0.766,0.556,-0.603,0.538,-0.727,0.552
976,1831,5,-0.37,1.156,-0.79,0.727,-0.751,0.557,-0.618,0.538,-0.729,0.552
977,1831,6,-0.492,1.6,-0.978,0.721,-0.737,0.557,-0.626,0.538,-0.726,0.555
978,1831,7,-0.879,1.09,-1.006,0.766,-0.76,0.563,-0.634,0.536,-0.721,0.553
979,1831,8,-1.64,1.332,-1.068,0.746,-0.743,0.571,-0.637,0.537,-0.719,0.553
980,1831,9,-1.978,0.959,-1.05,0.722,-0.728,0.572,-0.64,0.534,-0.716,0.552
981,1831,10,-1.376,1.219,-1.043,0.705,-0.722,0.567,-0.638,0.534,-0.715,0.551
982,1831,11,-1.48,1.326,-1.08,0.699,-0.721,0.566,-0.662,0.54,-0.718,0.549
983,1831,12,-1.364,1.943,-1.119,0.679,-0.718,0.57,-0.676,0.539,-0.718,0.547
984,1832,1,-0.553,1.667,-1.11,0.677,-0.722,0.57,-0.687,0.542,-0.72,0.547
985,1832,2,-1.43,1.742,-1.116,0.683,-0.721,0.569,-0.697,0.554,-0.726,0.547
986,1832,3,-0.529,1.413,-1.095,0.686,-0.708,0.567,-0.714,0.553,-0.733,0.547
987,1832,4,-0.408,1.192,-1.04,0.657,-0.709,0.57,-0.74,0.556,-0.733,0.548
988,1832,5,-0.816,1.175,-1.072,0.677,-0.684,0.567,-0.758,0.556,-0.734,0.549
989,1832,6,-0.964,0.707,-1.168,0.769,-0.678,0.569,-0.77,0.557,-0.737,0.551
990,1832,7,-0.776,1.26,-1.16,0.803,-0.679,0.592,-0.781,0.553,-0.739,0.552
991,1832,8,-1.713,1.191,-1.076,0.793,-0.697,0.608,-0.786,0.553,-0.739,0.554
992,1832,9,-1.715,0.937,-1.119,0.8,-0.699,0.62,-0.79,0.552,-0.738,0.554
993,1832,10,-0.719,0.999,-1.131,0.831,-0.716,0.622,-0.799,0.554,-0.736,0.554
994,1832,11,-1.867,1.577,-1.121,0.823,-0.715,0.621,-0.814,0.56,-0.735,0.554
995,1832,12,-2.52,2.155,-1.082,0.84,-0.726,0.623,-0.821,0.568,-0.723,0.552
996,1833,1,-0.456,2.056,-1.082,0.832,-0.756,0.624,-0.833,0.577,-0.717,0.551
997,1833,2,-0.412,1.552,-1.004,0.826,-0.776,0.626,-0.836,0.583,-0.71,0.548
998,1833,3,-1.055,1.532,-0.943,0.848,-0.785,0.632,-0.852,0.59,-0.71,0.548
999,1833,4,-0.553,0.958,-0.996,0.881,-0.791,0.63,-0.864,0.593,-0.709,0.549
1000,1833,5,-0.695,0.768,-0.791,0.866,-0.848,0.62,-0.876,0.591,-0.712,0.55
1001,1833,6,-0.489,0.9,-0.615,0.818,-0.9,0.613,-0.884,0.59,-0.717,0.548
1002,1833,7,-0.778,1.096,-0.765,0.817,-0.906,0.618,-0.886,0.59,-0.72,0.548
1003,1833,8,-0.774,0.887,-0.773,0.819,-0.905,0.625,-0.887,0.586,-0.72,0.547
1004,1833,9,-0.986,1.181,-0.648,0.774,-0.892,0.629,-0.878,0.588,-0.717,0.548
1005,1833,10,-1.357,1.009,-0.622,0.768,-0.903,0.639,-0.879,0.586,-0.713,0.548
1006,1833,11,0.598,1.584,-0.565,0.774,-0.918,0.641,-0.884,0.578,-0.712,0.548
1007,1833,12,-0.415,1.941,-0.584,0.763,-0.927,0.636,-0.881,0.573,-0.706,0.553
1008,1834,1,-2.254,1.944,-0.558,0.755,-0.93,0.637,-0.876,0.574,-0.71,0.555
1009,1834,2,-0.504,1.674,-0.548,0.741,-0.923,0.64,-0.859,0.585,-0.712,0.556
1010,1834,3,0.446,1.172,-0.524,0.725,-0.912,0.636,-0.878,0.594,-0.715,0.553
1011,1834,4,-0.241,0.907,-0.471,0.721,-0.897,0.634,-0.877,0.599,-0.719,0.554
1012,1834,5,-0.015,0.793,-0.483,0.659,-0.907,0.644,-0.884,0.601,-0.724,0.554
1013,1834,6,-0.716,0.858,-0.495,0.638,-0.893,0.648,-0.883,0.605,-0.727,0.554
1014,1834,7,-0.462,0.798,-0.27,0.688,-0.888,0.657,-0.881,0.607,-0.73,0.553
1015,1834,8,-0.656,0.65,-0.242,0.708,-0.872,0.671,-0.874,0.612,-0.731,0.553
1016,1834,9,-0.696,0.8,-0.356,0.729,-0.889,0.67,-0.871,0.611,-0.733,0.551
1017,1834,10,-0.726,0.891,-0.384,0.753,-0.917,0.679,-0.875,0.616,-0.73,0.549
1018,1834,11,0.449,0.971,-0.476,0.766,-0.933,0.676,-0.884,0.619,-0.735,0.543
1019,1834,12,-0.549,1.546,-0.54,0.766,-0.941,0.673,-0.895,0.622,-0.745,0.537
1020,1835,1,0.442,2.123,-0.63,0.78,-0.947,0.666,-0.897,0.629,-0.746,0.532
1021,1835,2,-0.167,1.926,-0.722,0.79,-0.934,0.663,-0.913,0.63,-0.752,0.531
1022,1835,3,-0.92,1.436,-0.842,0.791,-0.928,0.662,-0.917,0.629,-0.754,0.529
1023,1835,4,-0.578,1.105,-0.902,0.793,-0.943,0.665,-0.925,0.629,-0.758,0.527
1024,1835,5,-1.12,1.307,-1.106,0.763,-0.942,0.663,-0.917,0.624,-0.761,0.527
1025,1835,6,-1.485,0.813,-1.242,0.726,-0.92,0.653,-0.913,0.624,-0.764,0.524
1026,1835,7,-1.542,0.911,-1.331,0.674,-0.964,0.664,-0.915,0.623,-0.761,0.524
1027,1835,8,-1.76,0.876,-1.367,0.63,-0.983,0.668,-0.918,0.623,-0.759,0.523
1028,1835,9,-2.132,0.874,-1.287,0.613,-0.994,0.692,-0.914,0.625,-0.758,0.523
1029,1835,10,-1.45,0.976,-1.333,0.645,-1.001,0.7,-0.92,0.624,-0.76,0.52
1030,1835,11,-1.999,0.927,-1.346,0.641,-1.013,0.696,-0.949,0.618,-0.763,0.521
1031,1835,12,-2.187,1.51,-1.313,0.637,-1.017,0.691,-0.97,0.617,-0.769,0.524
1032,1836,1,-0.616,1.729,-1.269,0.639,-1.008,0.68,-0.983,0.616,-0.763,0.528
1033,1836,2,-0.6,1.609,-1.223,0.692,-1.003,0.681,-0.981,0.618,-0.756,0.524
1034,1836,3,0.031,1.279,-1.159,0.674,-1.004,0.683,-0.993,0.621,-0.749,0.526
1035,1836,4,-1.128,1.516,-1.075,0.703,-0.992,0.679,-1.002,0.626,-0.753,0.528
1036,1836,5,-1.275,1.108,-1.083,0.786,-1.018,0.666,-1.005,0.63,-0.756,0.528
1037,1836,6,-1.085,0.798,-0.945,0.815,-1.026,0.661,-1.006,0.632,-0.756,0.527
1038,1836,7,-1.014,0.771,-0.913,0.841,-0.991,0.667,-1.0,0.632,-0.754,0.525
1039,1836,8,-1.214,1.564,-0.906,0.911,-0.976,0.682,-0.99,0.632,-0.75,0.523
1040,1836,9,-1.357,0.884,-1.035,0.87,-1.028,0.693,-0.984,0.631,-0.747,0.521
1041,1836,10,-0.442,1.153,-1.117,0.858,-1.031,0.709,-0.978,0.629,-0.749,0.521
1042,1836,11,-2.093,1.622,-1.157,0.849,-1.047,0.709,-0.979,0.627,-0.755,0.519
1043,1836,12,-0.529,1.483,-1.185,0.832,-1.048,0.711,-0.977,0.632,-0.76,0.512
1044,1837,1,-0.237,2.011,-1.198,0.804,-1.04,0.711,-0.979,0.629,-0.763,0.504
1045,1837,2,-0.512,2.264,-1.174,0.778,-1.027,0.719,-0.97,0.624,-0.764,0.501
1046,1837,3,-1.517,1.257,-1.173,0.799,-1.035,0.718,-0.962,0.626,-0.772,0.498
1047,1837,4,-2.122,1.145,-1.273,0.818,-1.041,0.728,-0.96,0.629,-0.777,0.496
1048,1837,5,-1.75,1.405,-1.248,0.817,-1.083,0.736,-0.96,0.629,-0.782,0.496
1049,1837,6,-1.424,0.894,-1.303,0.839,-1.113,0.738,-0.961,0.632,-0.785,0.496
1050,1837,7,-1.166,0.929,-1.543,0.909,-1.115,0.728,-0.962,0.634,-0.787,0.494
1051,1837,8,-0.928,1.035,-1.631,0.869,-1.129,0.713,-0.955,0.635,-0.788,0.494
1052,1837,9,-1.343,0.708,-1.647,0.978,-1.136,0.701,-0.951,0.635,-0.787,0.493
1053,1837,10,-1.645,1.103,-1.549,0.997,-1.134,0.699,-0.954,0.634,-0.787,0.492
1054,1837,11,-1.789,1.335,-1.522,0.961,-1.119,0.691,-0.949,0.631,-0.789,0.491
1055,1837,12,-1.187,1.912,-1.465,0.964,-1.099,0.69,-0.926,0.621,-0.794,0.494
1056,1838,1,-3.121,2.504,-1.385,0.929,-1.073,0.689,-0.917,0.614,-0.796,0.494
1057,1838,2,-1.564,1.822,-1.348,0.909,-1.06,0.687,-0.907,0.605,-0.788,0.495
1058,1838,3,-1.716,2.115,-1.323,0.947,-1.044,0.688,-0.903,0.603,-0.791,0.492
1059,1838,4,-0.948,1.618,-1.241,0.911,-1.049,0.687,-0.903,0.601,-0.794,0.493
1060,1838,5,-1.42,0.779,-1.17,0.836,-1.05,0.688,-0.909,0.601,-0.797,0.49
1061,1838,6,-0.746,0.619,-1.146,0.774,-1.041,0.692,-0.915,0.6,-0.799,0.49
1062,1838,7,-0.204,0.651,-0.901,0.74,-1.06,0.681,-0.914,0.601,-0.8,0.49
1063,1838,8,-0.484,0.951,-0.737,0.824,-1.058,0.673,-0.914,0.601,-0.801,0.488
1064,1838,9,-1.035,1.119,-0.815,0.785,-1.093,0.671,-0.914,0.6,-0.797,0.486
1065,1838,10,-0.67,1.09,-0.771,0.802,-1.101,0.666,-0.907,0.601,-0.797,0.484
1066,1838,11,-0.928,1.195,-0.735,0.835,-1.092,0.669,-0.923,0.601,-0.798,0.482
1067,1838,12,-0.903,1.348,-0.737,0.845,-1.085,0.675,-0.917,0.603,-0.799,0.478
1068,1839,1,-0.183,2.216,-0.717,0.877,-1.069,0.672,-0.902,0.606,-0.798,0.476
1069,1839,2,0.401,2.439,-0.666,0.902,-1.056,0.668,-0.907,0.604,-0.793,0.476
1070,1839,3,-2.651,1.601,-0.68,0.864,-1.056,0.669,-0.916,0.6,-0.791,0.476
1071,1839,4,-0.42,1.567,-0.714,0.902,-1.06,0.665,-0.922,0.606,-0.794,0.475
1072,1839,5,-0.989,0.826,-0.811,0.962,-1.051,0.653,-0.933,0.607,-0.799,0.476
1073,1839,6,-0.771,0.818,-0.929,1.006,-1.061,0.651,-0.934,0.607,-0.798,0.477
1074,1839,7,0.044,0.959,-0.887,0.98,-1.07,0.638,-0.935,0.609,-0.797,0.48
1075,1839,8,0.125,1.017,-1.005,0.876,-1.067,0.615,-0.938,0.609,-0.796,0.481
1076,1839,9,-1.202,1.017,-0.894,0.792,-1.035,0.622,-0.943,0.607,-0.794,0.481
1077,1839,10,-1.081,1.531,-0.9,0.753,-1.002,0.62,-0.942,0.604,-0.792,0.481
1078,1839,11,-2.09,1.163,-0.833,0.718,-0.987,0.625,-0.96,0.596,-0.789,0.482
1079,1839,12,-2.323,1.604,-0.796,0.722,-0.981,0.632,-0.97,0.585,-0.791,0.478
1080,1840,1,0.322,1.664,-0.796,0.698,-0.977,0.64,-0.973,0.571,-0.801,0.477
1081,1840,2,-1.012,1.371,-0.887,0.643,-0.976,0.644,-0.985,0.562,-0.805,0.479
1082,1840,3,-1.313,0.943,-0.884,0.629,-0.975,0.645,-0.985,0.555,-0.803,0.479
1083,1840,4,-0.495,1.031,-0.943,0.573,-0.964,0.642,-0.983,0.553,-0.81,0.478
1084,1840,5,-0.187,0.751,-0.939,0.528,-0.955,0.639,-0.981,0.552,-0.81,0.476
1085,1840,6,-0.327,0.933,-0.881,0.515,-0.933,0.625,-0.975,0.547,-0.808,0.477
1086,1840,7,0.039,0.669,-1.055,0.491,-0.87,0.606,-0.964,0.547,-0.809,0.476
1087,1840,8,-0.963,0.936,-1.011,0.478,-0.831,0.59,-0.953,0.549,-0.806,0.477
1088,1840,9,-1.17,0.74,-1.076,0.501,-0.811,0.563,-0.944,0.55,-0.802,0.477
1089,1840,10,-1.779,0.809,-1.169,0.513,-0.804,0.548,-0.944,0.544,-0.803,0.477
1090,1840,11,-2.051,0.903,-1.213,0.546,-0.804,0.552,-0.935,0.548,-0.814,0.477
1091,1840,12,-1.628,1.271,-1.242,0.576,-0.812,0.553,-0.933,0.555,-0.822,0.474
